date,ltla,positive,month,number_exposures,duration,maxRiskScore,cumRiskScore,riskScore_1.1.,riskScore_1.3.,riskScore_1.6.,riskScore_1.8.,riskScore_2.2.,riskScore_3.3.,riskScore_4.4.,riskScore_5.6.,peak_day,peak_duration,firstExpDate,lastExpDate,randomExpDate,classification,bg_rate_cases_app,avgRiskScore,maxProximityScore,avgProximityScore,region,RuralUrbanScore
2021-06-30,E08000024,0.017740409586494997,Jun21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,7,1,175,175,175,fleeting,0.03792121287389507,133.9301552816304,0.0976835015855057,0.0976835015855057,North_East,3.1997760947520506
2022-06-06,E09000020,0.017740409586494997,Jun22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,516,516,516,fleeting,0.00600457392560152,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2022-04-23,E06000015,0.042918606352129324,Apr22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,6,4.602078080765491,462,471,469,recurring,0.00672672882244641,120.90557084592895,0.14299930210129377,0.10178099021763129,East_Midlands,3.189370380250056
2022-01-18,E06000044,0.042918606352129324,Jan22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,7,4.602078080765491,378,379,379,recurring,0.03025689274444518,120.90557084592895,0.14299930210129377,0.10178099021763129,South_East,3.189370380250056
2022-03-19,E09000009,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,3,4.602078080765491,436,437,436,recurring,0.02875615826692945,120.90557084592895,0.14299930210129377,0.10178099021763129,London,3.189370380250056
2022-02-01,W06000005,0.15833393478355007,Feb22,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,6,28.912556837045482,390,393,393,household,0.028615282887204,199.7868098042868,0.31705054892813783,0.131283711848216,Wales,3.2930900587496574
2022-03-01,E06000056,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,5,4.602078080765491,410,419,419,recurring,0.02575827784667295,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2022-01-26,E07000126,0.042918606352129324,Jan22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,4,4.602078080765491,382,386,382,recurring,0.02413245611237554,120.90557084592895,0.14299930210129377,0.10178099021763129,North_West,3.189370380250056
2022-04-20,E07000149,0.017740409586494997,Apr22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,470,470,470,fleeting,0.00740844657036259,133.9301552816304,0.0976835015855057,0.0976835015855057,East_of_England,3.1997760947520506
2022-01-01,E09000018,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,4,3.7845578099366315,361,361,361,one-day,0.07132623600983268,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2021-12-11,E07000229,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,341,341,341,fleeting,0.02859950093288175,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2021-12-26,E07000212,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,351,351,351,fleeting,0.05643742578957231,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2021-11-03,E06000060,0.028811933602042053,Nov21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,302,302,302,one-day,0.00934525812405117,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2021-08-03,E07000094,0.028811933602042053,Aug21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,3,3.7845578099366315,206,206,206,one-day,0.00676002184267625,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2022-10-11,E06000030,0.042918606352129324,Oct22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,3,4.602078080765491,640,644,640,recurring,0.00609179464927785,120.90557084592895,0.14299930210129377,0.10178099021763129,South_West,3.189370380250056
2022-03-20,E07000221,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,4,4.602078080765491,434,440,440,recurring,0.03967850320719508,120.90557084592895,0.14299930210129377,0.10178099021763129,West_Midlands,3.189370380250056
2022-02-02,E07000194,0.028811933602042053,Feb22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,393,393,393,one-day,0.01689990968016702,152.74075945394347,0.12059214263651095,0.10342866381674329,West_Midlands,3.241396909675088
2022-01-28,E07000008,0.042918606352129324,Jan22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,4,4.602078080765491,384,389,384,recurring,0.04289870027780719,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2021-08-20,E08000025,0.017740409586494997,Aug21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,225,225,225,fleeting,0.01219396371092077,133.9301552816304,0.0976835015855057,0.0976835015855057,West_Midlands,3.1997760947520506
2023-03-14,E06000010,0.028811933602042053,Mar23,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,799,799,799,one-day,0.00315789347072333,152.74075945394347,0.12059214263651095,0.10342866381674329,Yorkshire_and_The_Humber,3.241396909675088
2022-01-30,E07000126,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,4,3.7845578099366315,389,389,389,one-day,0.02088055546131759,152.74075945394347,0.12059214263651095,0.10342866381674329,North_West,3.241396909675088
2021-11-05,E08000036,0.028811933602042053,Nov21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,3,3.7845578099366315,297,297,297,one-day,0.01136202294734951,152.74075945394347,0.12059214263651095,0.10342866381674329,Yorkshire_and_The_Humber,3.241396909675088
2022-07-06,E09000032,0.042918606352129324,Jul22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,2,4.602078080765491,541,547,541,recurring,0.01047590399177642,120.90557084592895,0.14299930210129377,0.10178099021763129,London,3.189370380250056
2023-02-08,E06000042,0.028811933602042053,Feb23,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,764,764,764,one-day,0.00332010456235932,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2021-12-13,W06000022,0.042918606352129324,Dec21,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,4,4.602078080765491,340,342,342,recurring,0.03491950312565806,120.90557084592895,0.14299930210129377,0.10178099021763129,Wales,3.189370380250056
2021-08-20,E06000046,0.017740409586494997,Aug21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,225,225,225,fleeting,0.01146507910699268,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2021-07-11,E06000057,0.028811933602042053,Jul21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,183,183,183,one-day,0.02022157594660332,152.74075945394347,0.12059214263651095,0.10342866381674329,North_East,3.241396909675088
2022-03-16,E08000016,0.017740409586494997,Mar22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,433,433,433,fleeting,0.03581269411782922,133.9301552816304,0.0976835015855057,0.0976835015855057,Yorkshire_and_The_Humber,3.1997760947520506
2021-06-27,E09000017,0.017740409586494997,Jun21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,2,1,170,170,170,fleeting,0.00693547232740372,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2022-02-04,E08000028,0.042918606352129324,Feb22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,4,4.602078080765491,389,390,389,recurring,0.01912266679288356,120.90557084592895,0.14299930210129377,0.10178099021763129,West_Midlands,3.189370380250056
2022-03-23,W06000015,0.017740409586494997,Mar22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,439,439,439,fleeting,0.05872864865359074,133.9301552816304,0.0976835015855057,0.0976835015855057,Wales,3.1997760947520506
2021-11-12,E09000031,0.017740409586494997,Nov21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,7,1,308,308,308,fleeting,0.0102238313548272,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2022-04-03,E08000029,0.042918606352129324,Apr22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,6,4.602078080765491,448,454,448,recurring,0.02020838312438258,120.90557084592895,0.14299930210129377,0.10178099021763129,West_Midlands,3.189370380250056
2022-03-09,E07000189,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,6,4.602078080765491,416,426,419,recurring,0.04644685823314986,120.90557084592895,0.14299930210129377,0.10178099021763129,South_West,3.189370380250056
2022-02-24,E09000012,0.028811933602042053,Feb22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,7,3.7845578099366315,413,413,413,one-day,0.0184881203685396,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2022-01-30,E07000146,0.042918606352129324,Jan22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,4,4.602078080765491,389,390,390,recurring,0.03567784747489257,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2022-01-22,E08000007,0.017740409586494997,Jan22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,3,1,381,381,381,fleeting,0.02449865802308515,133.9301552816304,0.0976835015855057,0.0976835015855057,North_West,3.1997760947520506
2022-07-03,E07000236,0.042918606352129324,Jul22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,5,4.602078080765491,540,545,545,recurring,0.01528547064888068,120.90557084592895,0.14299930210129377,0.10178099021763129,West_Midlands,3.189370380250056
2021-09-25,E07000078,0.028811933602042053,Sep21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,260,260,260,one-day,0.00523684085659409,152.74075945394347,0.12059214263651095,0.10342866381674329,South_West,3.241396909675088
2022-04-24,E07000166,0.042918606352129324,Apr22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,6,4.602078080765491,468,474,468,recurring,0.00527476112541099,120.90557084592895,0.14299930210129377,0.10178099021763129,Yorkshire_and_The_Humber,3.189370380250056
2021-08-27,E08000018,0.028811933602042053,Aug21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,230,230,230,one-day,0.01504086129948287,152.74075945394347,0.12059214263651095,0.10342866381674329,Yorkshire_and_The_Humber,3.241396909675088
2022-08-02,E08000007,0.042918606352129324,Aug22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,7,4.602078080765491,574,575,574,recurring,0.00771161443729847,120.90557084592895,0.14299930210129377,0.10178099021763129,North_West,3.189370380250056
2021-07-17,E09000030,0.028811933602042053,Jul21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,2,3.7845578099366315,184,184,184,one-day,0.01706394387370824,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2021-07-10,E07000245,0.017740409586494997,Jul21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,7,1,182,182,182,fleeting,0.00708875965459275,133.9301552816304,0.0976835015855057,0.0976835015855057,East_of_England,3.1997760947520506
2022-05-01,E09000009,0.028811933602042053,May22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,482,482,482,one-day,0.00378240380228286,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2021-12-09,E07000130,0.028811933602042053,Dec21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,5,3.7845578099366315,334,334,334,one-day,0.03201935552932854,152.74075945394347,0.12059214263651095,0.10342866381674329,East_Midlands,3.241396909675088
2021-11-25,E06000045,0.028811933602042053,Nov21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,323,323,323,one-day,0.01602502275958808,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2021-07-26,E06000041,0.017740409586494997,Jul21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,194,194,194,fleeting,0.00656204358706201,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2021-12-13,E07000148,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,4,1,340,340,340,fleeting,0.04057797152949102,133.9301552816304,0.0976835015855057,0.0976835015855057,East_of_England,3.1997760947520506
2022-01-09,E07000179,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,2,3.7845578099366315,366,366,366,one-day,0.02702165479599249,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2022-04-13,E06000060,0.042918606352129324,Apr22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,4,4.602078080765491,459,463,460,recurring,0.01064322577033982,120.90557084592895,0.14299930210129377,0.10178099021763129,South_East,3.189370380250056
2021-12-01,E07000062,0.028811933602042053,Dec21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,5,3.7845578099366315,327,327,327,one-day,0.02037531050569354,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2022-03-30,E07000179,0.028811933602042053,Mar22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,449,449,449,one-day,0.02570744687540497,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2022-07-07,E06000060,0.028811933602042053,Jul22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,2,3.7845578099366315,548,548,548,one-day,0.01201139653075978,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2021-10-17,E06000003,0.017740409586494997,Oct21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,285,285,285,fleeting,0.01334196036032229,133.9301552816304,0.0976835015855057,0.0976835015855057,North_East,3.1997760947520506
2021-07-18,E06000052,0.017740409586494997,Jul21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,194,194,194,fleeting,0.01028161564970215,133.9301552816304,0.0976835015855057,0.0976835015855057,South_West,3.1997760947520506
2021-10-04,E06000032,0.042918606352129324,Oct21,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,3,4.602078080765491,269,270,270,recurring,0.00906751348915124,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2022-07-10,E07000078,0.042918606352129324,Jul22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,7,4.602078080765491,539,551,542,recurring,0.00911954138591402,120.90557084592895,0.14299930210129377,0.10178099021763129,South_West,3.189370380250056
2021-12-15,E08000003,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,7,1,343,343,343,fleeting,0.07121698276770057,133.9301552816304,0.0976835015855057,0.0976835015855057,North_West,3.1997760947520506
2022-04-01,E07000218,0.15833393478355007,Apr22,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,7,28.912556837045482,447,452,448,household,0.02023702054033014,199.7868098042868,0.31705054892813783,0.131283711848216,West_Midlands,3.2930900587496574
2022-03-18,E07000073,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,3,4.602078080765491,437,438,438,recurring,0.03959271030735644,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2021-09-22,E06000042,0.028811933602042053,Sep21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,7,3.7845578099366315,259,259,259,one-day,0.00633910746266702,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2021-07-15,E07000029,0.028811933602042053,Jul21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,7,3.7845578099366315,189,189,189,one-day,0.02528832411428913,152.74075945394347,0.12059214263651095,0.10342866381674329,North_West,3.241396909675088
2022-08-23,E07000187,0.042918606352129324,Aug22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,7,4.602078080765491,587,596,596,recurring,0.00226137196304541,120.90557084592895,0.14299930210129377,0.10178099021763129,South_West,3.189370380250056
2022-02-04,E08000029,0.15833393478355007,Feb22,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,2,28.912556837045482,387,388,387,household,0.01812787438793035,199.7868098042868,0.31705054892813783,0.131283711848216,West_Midlands,3.2930900587496574
2021-10-23,E09000011,0.017740409586494997,Oct21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,286,286,286,fleeting,0.00789873892900492,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2021-09-22,E07000189,0.028811933602042053,Sep21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,7,3.7845578099366315,259,259,259,one-day,0.00757721645114124,152.74075945394347,0.12059214263651095,0.10342866381674329,South_West,3.241396909675088
2021-12-21,E07000154,0.028811933602042053,Dec21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,4,3.7845578099366315,347,347,347,one-day,0.05081869408705598,152.74075945394347,0.12059214263651095,0.10342866381674329,East_Midlands,3.241396909675088
2022-01-28,W06000022,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,386,386,386,one-day,0.02709181462230851,152.74075945394347,0.12059214263651095,0.10342866381674329,Wales,3.241396909675088
2022-11-22,E06000058,0.017740409586494997,Nov22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,7,1,686,686,686,fleeting,0.00206237067696491,133.9301552816304,0.0976835015855057,0.0976835015855057,South_West,3.1997760947520506
2021-12-16,E06000056,0.042918606352129324,Dec21,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,1,4.602078080765491,344,345,344,recurring,0.04370107157296753,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2021-12-08,E06000016,0.028811933602042053,Dec21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,2,3.7845578099366315,331,331,331,one-day,0.02809124698910988,152.74075945394347,0.12059214263651095,0.10342866381674329,East_Midlands,3.241396909675088
2021-08-10,E09000032,0.017740409586494997,Aug21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,3,1,213,213,213,fleeting,0.00912734844242341,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2022-04-24,E07000079,0.15833393478355007,Apr22,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,5,28.912556837045482,463,472,467,household,0.00475854631377709,199.7868098042868,0.31705054892813783,0.131283711848216,South_West,3.2930900587496574
2021-10-20,E06000047,0.042918606352129324,Oct21,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,1,4.602078080765491,287,288,288,recurring,0.0126361954317288,120.90557084592895,0.14299930210129377,0.10178099021763129,North_East,3.189370380250056
2021-07-25,E06000055,0.028811933602042053,Jul21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,3,3.7845578099366315,199,199,199,one-day,0.00909789435457989,152.74075945394347,0.12059214263651095,0.10342866381674329,East_of_England,3.241396909675088
2022-01-29,E08000021,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,7,3.7845578099366315,385,385,385,one-day,0.02591120189699132,152.74075945394347,0.12059214263651095,0.10342866381674329,North_East,3.241396909675088
2021-07-15,E07000077,0.15833393478355007,Jul21,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,7,28.912556837045482,185,192,187,household,0.01075809219261772,199.7868098042868,0.31705054892813783,0.131283711848216,East_of_England,3.2930900587496574
2021-08-24,E06000023,0.017740409586494997,Aug21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,230,230,230,fleeting,0.01136800070195516,133.9301552816304,0.0976835015855057,0.0976835015855057,South_West,3.1997760947520506
2023-03-05,E07000071,0.042918606352129324,Mar23,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,2,4.602078080765491,779,786,779,recurring,0.00352487401487359,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2022-05-07,E09000009,0.15833393478355007,May22,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,2,28.912556837045482,483,487,485,household,0.00365484795364454,199.7868098042868,0.31705054892813783,0.131283711848216,London,3.2930900587496574
2021-10-16,W06000019,0.028811933602042053,Oct21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,281,281,281,one-day,0.03852403010617559,152.74075945394347,0.12059214263651095,0.10342866381674329,Wales,3.241396909675088
2022-01-27,E07000086,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,384,384,384,one-day,0.02995206027824804,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2021-06-17,E08000005,0.017740409586494997,Jun21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,4,1,158,158,158,fleeting,0.01549071520606365,133.9301552816304,0.0976835015855057,0.0976835015855057,North_West,3.1997760947520506
2022-02-05,E06000044,0.017740409586494997,Feb22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,7,1,392,392,392,fleeting,0.02210468022685423,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2022-04-06,E08000012,0.028811933602042053,Apr22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,454,454,454,one-day,0.01362581917548176,152.74075945394347,0.12059214263651095,0.10342866381674329,North_West,3.241396909675088
2021-12-20,E07000213,0.028811933602042053,Dec21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,349,349,349,one-day,0.06647400764156035,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
